Date,Breakfast,Meal1,Meal2,Extras,Sport,Read,Hobby,Study,Project,Friends,GF,Laid,Scroll,Wasted,Games,Happiness
2026-02-24 15:27:44,Healthy,Healthy,Healthy,1,false,0.0,0.0,0.8,2.6,true,false,false,3.0,1.0,1.0,6
2026-02-24 15:27:44,Healthy,Healthy,Healthy,1,false,0.0,0.0,0.8,2.6,true,false,false,3.0,1.0,1.0,6
2026-02-24 15:27:45,Healthy,Healthy,Healthy,1,false,0.0,0.0,0.8,2.6,true,false,false,3.0,1.0,1.0,6
2026-02-24 15:27:45,Healthy,Healthy,Healthy,1,false,0.0,0.0,0.8,2.6,true,false,false,3.0,1.0,1.0,6
2026-02-24 15:27:45,Healthy,Healthy,Healthy,1,false,0.0,0.0,0.8,2.6,true,false,false,3.0,1.0,1.0,6
2026-02-24 15:27:45,Healthy,Healthy,Healthy,1,false,0.0,0.0,0.8,2.6,true,false,false,3.0,1.0,1.0,6
2026-02-24 15:27:45,Healthy,Healthy,Healthy,1,false,0.0,0.0,0.8,2.6,true,false,false,3.0,1.0,1.0,6
2026-02-24 15:27:45,Healthy,Healthy,Healthy,1,false,0.0,0.0,0.8,2.6,true,false,false,3.0,1.0,1.0,6
2026-02-24 15:27:46,Healthy,Healthy,Healthy,1,false,0.0,0.0,0.8,2.6,true,false,false,3.0,1.0,1.0,6
2026-02-24 16:42:28,Neutral,Neutral,Neutral,0,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-24 16:42:33,Junk,Neutral,Neutral,0,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-24 16:53:57,Junk,Junk,Junk,4,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-24 16:53:58,Junk,Junk,Junk,4,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-24 16:53:58,Junk,Junk,Junk,4,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-24 16:53:59,Junk,Junk,Junk,4,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-24 16:53:59,Junk,Junk,Junk,4,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-24 17:16:28,Neutral,Neutral,Neutral,0,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-24 17:18:33,Neutral,Neutral,Neutral,0,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-24 17:23:33,Junk,Neutral,Neutral,0,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-24 17:23:33,Junk,Neutral,Neutral,0,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-24 17:23:33,Junk,Neutral,Neutral,0,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-24 17:23:34,Junk,Neutral,Neutral,0,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-24 17:23:34,Junk,Neutral,Neutral,0,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-24 17:23:35,Junk,Neutral,Neutral,0,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-24 17:23:35,Junk,Neutral,Neutral,0,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-24 17:23:35,Junk,Neutral,Neutral,0,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-24 17:23:36,Junk,Neutral,Neutral,0,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-24 17:23:36,Junk,Neutral,Neutral,0,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-24 17:23:36,Junk,Neutral,Neutral,0,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-25 17:19:54,Healthy,Healthy,Healthy,0,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-25 17:19:55,Healthy,Healthy,Healthy,0,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-25 17:19:55,Healthy,Healthy,Healthy,0,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-25 17:19:56,Healthy,Healthy,Healthy,0,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-25 17:19:56,Healthy,Healthy,Healthy,0,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-25 17:19:56,Healthy,Healthy,Healthy,0,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-25 17:19:56,Healthy,Healthy,Healthy,0,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-25 17:19:56,Healthy,Healthy,Healthy,0,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
2026-02-25 20:43:06,Neutral,Neutral,Neutral,0,false,0.0,0.0,0.0,0.0,false,false,false,0.0,0.0,0.0,1
